 cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
20685160,"4,17-Dimethyl-7,14-diaza-1,20-diazoniahexacyclo[18.2.1.05,22.06,15.08,13.016,21]tricosa-1(22),2,4,6,8,10,12,14,16,18,20-undecaene","",324.400,C21H16N4+2,33.500,492.000,3.700,25,0,2,0,"InChI=1S/C21H16N4/c1-12-7-9-24-11-25-10-8-13(2)17-19-18(16(12)20(24)21(17)25)22-14-5-3-4-6-15(14)23-19/h3-10H,11H2,1-2H3/q+2",CC1=C2C3=NC4=CC=CC=C4N=C3C5=C(C=C[N+]6=C5C2=[N+](C6)C=C1)C,LRHCOHZCERKAQO-UHFFFAOYSA-N,"4,17-dimethyl-7,14-diaza-1,20-diazoniahexacyclo[18.2.1.05,22.06,15.08,13.016,21]tricosa-1(22),2,4,6,8,10,12,14,16,18,20-undecaene",324.137,324.137,2,1,0,0,0,0,0,0,0,0,1,1,"",Patents,1,"",20071205,Google Patents|IBM|SCRIPDB,Legacy Depositors|Research and Development,""
21291312,"3,6-Dimethylquinoxalino[2,3-f][1,10]phenanthroline",SCHEMBL10372511,310.400,C20H14N4,51.600,427.000,4.000,24,0,4,0,"InChI=1S/C20H14N4/c1-11-7-9-13-17(21-11)18-14(10-8-12(2)22-18)20-19(13)23-15-5-3-4-6-16(15)24-20/h3-10H,1-2H3",CC1=NC2=C(C=C1)C3=NC4=CC=CC=C4N=C3C5=C2N=C(C=C5)C,VOOUURHHEHBREE-UHFFFAOYSA-N,"3,6-dimethylquinoxalino[2,3-f][1,10]phenanthroline",310.122,310.122,0,1,0,0,0,0,0,0,0,0,4,3,"",Patents,1,"",20071205,DiscoveryGate|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,""
21816404,"8-Chloro-6-(trifluoromethyl)quinoxalino[2,3-f][1,10]phenanthroline","",384.700,C19H8ClF3N4,51.600,562.000,4.700,27,0,7,0,"InChI=1S/C19H8ClF3N4/c20-10-8-13(19(21,22)23)27-17-14(10)18-16(9-4-3-7-24-15(9)17)25-11-5-1-2-6-12(11)26-18/h1-8H",C1=CC=C2C(=C1)N=C3C4=C(C5=C(C3=N2)C(=CC(=N5)C(F)(F)F)Cl)N=CC=C4,RBWGDAPUABZOGL-UHFFFAOYSA-N,"8-chloro-6-(trifluoromethyl)quinoxalino[2,3-f][1,10]phenanthroline",384.039,384.039,0,1,0,0,0,0,0,0,0,0,0,0,"",Classification,1,"",20071205,ChemSpider,Legacy Depositors|Research and Development,""
24882706,"Quinoxalino[3,2-f][1,10]phenanthroline-11-sulfonic acid",SCHEMBL16081600,362.400,C18H10N4O3S,114.000,639.000,0.900,26,1,7,1,"InChI=1S/C18H10N4O3S/c23-26(24,25)10-5-6-13-14(9-10)22-18-12-4-2-8-20-16(12)15-11(17(18)21-13)3-1-7-19-15/h1-9H,(H,23,24,25)",C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)S(=O)(=O)O)N=C24)N=C1,ONRAXGATPSICOJ-UHFFFAOYSA-N,"quinoxalino[3,2-f][1,10]phenanthroline-11-sulfonic acid",362.047,362.047,0,1,0,0,0,0,0,0,0,1,4,1,"",Literature|Patents,2,"",20080902,DiscoveryGate|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
24882707,"19-Thia-6,9,15,18,20,25-hexazahexacyclo[12.11.0.02,7.08,13.016,24.017,21]pentacosa-1(25),2(7),3,5,8(13),9,11,14,16(24),17,20,22-dodecaene","",340.400,C18H8N6S,106.000,520.000,2.000,25,0,7,0,InChI=1S/C18H8N6S/c1-3-9-13(19-7-1)14-10(4-2-8-20-14)16-15(9)21-11-5-6-12-18(17(11)22-16)24-25-23-12/h1-8H,C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC6=NSN=C65)N=C24)N=C1,MCLNCEVJBHDKJE-UHFFFAOYSA-N,"19-thia-6,9,15,18,20,25-hexazahexacyclo[12.11.0.02,7.08,13.016,24.017,21]pentacosa-1(25),2(7),3,5,8(13),9,11,14,16(24),17,20,22-dodecaene",340.053,340.053,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20080902,Crystallography Open Database (COD)|DiscoveryGate|Japan Chemical Substance Dictionary (Nikkaji)|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
45268627,"28-Ethoxy-6,12,15,21,24,32-hexazaoctacyclo[23.7.1.02,23.05,22.07,20.08,13.014,19.029,33]tritriaconta-1(32),2(23),3,5(22),6,8(13),9,11,14(19),15,17,20,25(33),26,28,30-hexadecaene",CHEMBL560746,466.500,C29H18N6O,85.700,813.000,5.000,36,1,7,2,"InChI=1S/C29H18N6O/c1-2-36-21-10-9-19-22-15(21)11-14-32-23(22)18-7-8-20-29(28(18)33-19)35-27-17-6-4-13-31-25(17)24-16(26(27)34-20)5-3-12-30-24/h3-14,33H,2H2,1H3",CCOC1=C2C=CN=C3C2=C(C=C1)NC4=C3C=CC5=C4N=C6C7=C(C8=C(C6=N5)C=CC=N8)N=CC=C7,MOBKWEYMPJOIOK-UHFFFAOYSA-N,"28-ethoxy-6,12,15,21,24,32-hexazaoctacyclo[23.7.1.02,23.05,22.07,20.08,13.014,19.029,33]tritriaconta-1(32),2(23),3,5(22),6,8(13),9,11,14(19),15,17,20,25(33),26,28,30-hexadecaene",466.154,466.154,0,1,0,0,0,0,0,0,0,1,0,0,"",Biological Test Results|Classification|Literature,3,433116|433117,20100507,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,""
46855717,"11-Fluoro-dipyrido[3,2-a:2',3'-c]phenazine","SCHEMBL25396115|11-fluoro-dipyrido[3,2-a:2',3'-c]phenazine",300.300,C18H9FN4,51.600,447.000,2.300,23,0,5,0,InChI=1S/C18H9FN4/c19-10-5-6-13-14(9-10)23-18-12-4-2-8-21-16(12)15-11(17(18)22-13)3-1-7-20-15/h1-9H,C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)F)N=C24)N=C1,UZYYOSMCMSWUPW-UHFFFAOYSA-N,"11-fluoroquinoxalino[2,3-f][1,10]phenanthroline",300.081,300.081,0,1,0,0,0,0,0,0,0,2,0,0,"",Classification|Literature|Patents,3,"",20100830,DiscoveryGate|Japan Chemical Substance Dictionary (Nikkaji)|Springer Nature|SureChEMBL|Thieme Chemistry|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
50940645,"3,6,9,14-Tetraza-20,23-diazoniaheptacyclo[14.10.2.02,15.04,13.05,10.020,28.023,27]octacosa-1,3,5,7,9,11,13,15,17,19,23,25,27-tridecaene;dichloride","",433.300,C22H14Cl2N6,59.300,614.000,"",30,0,6,0,"InChI=1S/C22H14N6.2ClH/c1-3-13-17-18(14-4-2-10-28-12-11-27(9-1)21(13)22(14)28)26-20-16(25-17)6-5-15-19(20)24-8-7-23-15;;/h1-10H,11-12H2;2*1H/q+2;;/p-2",C1C[N+]2=CC=CC3=C4C(=C5C=CC=[N+]1C5=C32)N=C6C=CC7=NC=CN=C7C6=N4.[Cl-].[Cl-],GHWXOCPPXSDBNP-UHFFFAOYSA-L,"3,6,9,14-tetraza-20,23-diazoniaheptacyclo[14.10.2.02,15.04,13.05,10.020,28.023,27]octacosa-1,3,5,7,9,11,13,15,17,19,23,25,27-tridecaene;dichloride",432.066,432.066,0,3,0,0,0,0,0,0,0,0,0,0,"","",0,"",20110328,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
50940646,"3,6,9,14-Tetraza-20,23-diazoniaheptacyclo[14.10.2.02,15.04,13.05,10.020,28.023,27]octacosa-1,3,5,7,9,11,13,15,17,19,23,25,27-tridecaene","",362.400,C22H14N6+2,59.300,614.000,2.400,28,0,4,0,"InChI=1S/C22H14N6/c1-3-13-17-18(14-4-2-10-28-12-11-27(9-1)21(13)22(14)28)26-20-16(25-17)6-5-15-19(20)24-8-7-23-15/h1-10H,11-12H2/q+2",C1C[N+]2=CC=CC3=C4C(=C5C=CC=[N+]1C5=C32)N=C6C=CC7=NC=CN=C7C6=N4,CBADCWOVEHBYBL-UHFFFAOYSA-N,"3,6,9,14-tetraza-20,23-diazoniaheptacyclo[14.10.2.02,15.04,13.05,10.020,28.023,27]octacosa-1,3,5,7,9,11,13,15,17,19,23,25,27-tridecaene",362.128,362.128,2,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20110328,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
53382144,"N-(6-aminohexyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",424.500,C25H24N6O,107.000,632.000,1.900,32,2,6,7,"InChI=1S/C25H24N6O/c26-11-3-1-2-4-12-29-25(32)16-9-10-19-20(15-16)31-24-18-8-6-14-28-22(18)21-17(23(24)30-19)7-5-13-27-21/h5-10,13-15H,1-4,11-12,26H2,(H,29,32)",C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)C(=O)NCCCCCCN)N=C24)N=C1,GULPSARMQCGASA-UHFFFAOYSA-N,"N-(6-aminohexyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",424.201,424.201,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20111011,Japan Chemical Substance Dictionary (Nikkaji)|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Subscription Services,""
53723713,"3,10,20,23-Tetrazaheptacyclo[20.8.0.02,11.04,9.012,21.014,19.024,29]triaconta-1(30),2,4,6,8,10,12,14,16,18,20,22,24,26,28-pentadecaene",SCHEMBL15533461,382.400,C26H14N4,51.600,585.000,4.800,30,0,4,0,InChI=1S/C26H14N4/c1-3-9-19-15(7-1)13-17-23(27-19)24-18(14-16-8-2-4-10-20(16)28-24)26-25(17)29-21-11-5-6-12-22(21)30-26/h1-14H,C1=CC=C2C(=C1)C=C3C(=N2)C4=NC5=CC=CC=C5C=C4C6=NC7=CC=CC=C7N=C36,CIZLWINMWJNREA-UHFFFAOYSA-N,"3,10,20,23-tetrazaheptacyclo[20.8.0.02,11.04,9.012,21.014,19.024,29]triaconta-1(30),2,4,6,8,10,12,14,16,18,20,22,24,26,28-pentadecaene",382.122,382.122,0,1,0,0,0,0,0,0,0,3,1,1,"",Literature|Patents,2,"",20111204,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,""
56837641,"3-(Pyridin-2-yl)dipyrido[3,2-a:2',3'-c]phenazine","3-(pyridin-2-yl)dipyrido[3,2-a:2',3'-c]phenazine",359.400,C23H13N5,64.500,555.000,3.800,28,0,5,1,InChI=1S/C23H13N5/c1-2-9-18-17(8-1)26-22-14-6-5-13-25-20(14)21-15(23(22)27-18)10-11-19(28-21)16-7-3-4-12-24-16/h1-13H,C1=CC=C2C(=C1)N=C3C4=C(C5=C(C3=N2)C=CC(=N5)C6=CC=CC=N6)N=CC=C4,VCISBHJFHOBFAG-UHFFFAOYSA-N,"6-pyridin-2-ylquinoxalino[2,3-f][1,10]phenanthroline",359.117,359.117,0,1,0,0,0,0,0,0,0,4,0,0,"",Literature,1,"",20120319,Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|Springer Nature|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
57404253,"4-(10-Methylquinoxalino[3,2-f][1,10]phenanthrolin-11-yl)benzene-1,2-diamine","",402.400,C25H18N6,104.000,644.000,2.800,31,2,6,1,"InChI=1S/C25H18N6/c1-13-15(14-6-8-18(26)19(27)12-14)7-9-20-21(13)31-25-17-5-3-11-29-23(17)22-16(24(25)30-20)4-2-10-28-22/h2-12H,26-27H2,1H3",CC1=C(C=CC2=C1N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4)C6=CC(=C(C=C6)N)N,ZNUHTNGZFLCDPM-UHFFFAOYSA-N,"4-(10-methylquinoxalino[3,2-f][1,10]phenanthrolin-11-yl)benzene-1,2-diamine",402.159,402.159,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20120730,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
58426223,"8-Methyl-2,11,17,23,26-pentaza-8-azoniaheptacyclo[16.12.0.03,16.04,9.010,15.019,24.025,30]triaconta-1,3,5,7,9,11,13,15,17,19(24),20,22,25(30),26,28-pentadecaene","",399.400,C25H15N6+,68.300,672.000,3.800,31,0,5,0,"InChI=1S/C25H15N6/c1-31-13-5-9-17-23-22(16-8-4-12-28-24(16)25(17)31)29-20-14-6-2-10-26-18(14)19-15(21(20)30-23)7-3-11-27-19/h2-13H,1H3/q+1",C[N+]1=CC=CC2=C3C(=C4C=CC=NC4=C21)N=C5C6=C(C7=C(C5=N3)C=CC=N7)N=CC=C6,OTTPKGHFJOBPKM-UHFFFAOYSA-N,"8-methyl-2,11,17,23,26-pentaza-8-azoniaheptacyclo[16.12.0.03,16.04,9.010,15.019,24.025,30]triaconta-1,3,5,7,9,11,13,15,17,19(24),20,22,25(30),26,28-pentadecaene",399.136,399.136,1,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20120819,Google Patents|SCRIPDB,Legacy Depositors|Research and Development,""
58853101,"4,10,13,19,23,29,32-Heptazanonacyclo[20.16.0.03,20.05,18.06,11.012,17.024,37.025,30.031,36]octatriaconta-1(38),2,4,6(11),7,9,12(17),13,15,18,20,22,24,26,28,30,32,34,36-nonadecaene","",485.500,C31H15N7,90.200,884.000,5.300,38,0,7,0,InChI=1S/C31H15N7/c1-5-17-21-13-16-14-23-24(15-22(16)36-25(21)18-6-2-10-33-27(18)26(17)32-9-1)38-31-20-8-4-12-35-29(20)28-19(30(31)37-23)7-3-11-34-28/h1-15H,C1=CC2=C3C=C4C=C5C(=CC4=NC3=C6C=CC=NC6=C2N=C1)N=C7C8=C(C9=C(C7=N5)C=CC=N9)N=CC=C8,TXZJPFDENGJYHJ-UHFFFAOYSA-N,"4,10,13,19,23,29,32-heptazanonacyclo[20.16.0.03,20.05,18.06,11.012,17.024,37.025,30.031,36]octatriaconta-1(38),2,4,6(11),7,9,12(17),13,15,18,20,22,24,26,28,30,32,34,36-nonadecaene",485.139,485.139,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20120819,Google Patents|SCRIPDB,Legacy Depositors|Research and Development,""
58853106,"9,11,20,22-Tetraazatetrapyrido[3,2-a:2',3'-c:3'',2''-l:2''',3'''-n]pentacene","SCHEMBL13286604|9,11,20,22-tetraazatetrapyrido[3,2-a:2',3'-c:3'',2''-l:2''',3'''-n]pentacene",486.500,C30H14N8,103.000,748.000,4.400,38,0,8,0,InChI=1S/C30H14N8/c1-5-15-23(31-9-1)24-16(6-2-10-32-24)28-27(15)35-19-13-21-22(14-20(19)36-28)38-30-18-8-4-12-34-26(18)25-17(29(30)37-21)7-3-11-33-25/h1-14H,C1=CC2=C(C3=C(C=CC=N3)C4=NC5=CC6=C(C=C5N=C24)N=C7C8=C(C9=C(C7=N6)C=CC=N9)N=CC=C8)N=C1,WUOAHAAXPJSZCT-UHFFFAOYSA-N,"4,10,13,19,23,29,32,38-octazanonacyclo[20.16.0.03,20.05,18.06,11.012,17.024,37.025,30.031,36]octatriaconta-1(22),2,4,6(11),7,9,12(17),13,15,18,20,23,25(30),26,28,31(36),32,34,37-nonadecaene",486.134,486.134,0,1,0,0,0,0,0,0,0,1,10,2,"",Literature|Patents,2,"",20120819,Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SCRIPDB|Springer Nature|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
66704319,"6,7-Dithiophen-2-ylquinoxalino[2,3-f][1,10]phenanthroline",SCHEMBL498823,446.500,C26H14N4S2,108.000,678.000,5.500,32,0,6,2,InChI=1S/C26H14N4S2/c1-2-8-19-18(7-1)28-24-15-6-3-11-27-23(15)25-17(26(24)29-19)14-16(20-9-4-12-31-20)22(30-25)21-10-5-13-32-21/h1-14H,C1=CC=C2C(=C1)N=C3C4=C(C5=NC(=C(C=C5C3=N2)C6=CC=CS6)C7=CC=CS7)N=CC=C4,SGVFYTJPUYPITC-UHFFFAOYSA-N,"6,7-dithiophen-2-ylquinoxalino[2,3-f][1,10]phenanthroline",446.066,446.066,0,1,0,0,0,0,0,0,0,0,6,2,"",Patents,1,"",20121130,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,""
67222866,"7,8-Dimethylquinoxalino[2,3-f][1,10]phenanthroline",SCHEMBL1948926,310.400,C20H14N4,51.600,469.000,3.900,24,0,4,0,"InChI=1S/C20H14N4/c1-11-10-22-19-16(12(11)2)20-18(13-6-5-9-21-17(13)19)23-14-7-3-4-8-15(14)24-20/h3-10H,1-2H3",CC1=CN=C2C(=C1C)C3=NC4=CC=CC=C4N=C3C5=C2N=CC=C5,ORJCWNHUOREFAT-UHFFFAOYSA-N,"7,8-dimethylquinoxalino[2,3-f][1,10]phenanthroline",310.122,310.122,0,1,0,0,0,0,0,0,0,2,8,3,"",Literature|Patents,2,"",20121130,Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,""
68319664,"11-Methylquinoxalino[2,3-f][1,10]phenanthroline",SCHEMBL12577905,296.300,C19H12N4,51.600,441.000,2.500,23,0,4,0,"InChI=1S/C19H12N4/c1-11-6-7-14-15(10-11)23-19-13-5-3-9-21-17(13)16-12(18(19)22-14)4-2-8-20-16/h2-10H,1H3",CC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,RISIBAUDOLBNDM-UHFFFAOYSA-N,"11-methylquinoxalino[2,3-f][1,10]phenanthroline",296.106,296.106,0,1,0,0,0,0,0,0,0,1,14,3,"",Literature|Patents,2,"",20121130,"Egon Willighagen, Department of Bioinformatics - BiGCaT, Maastricht University|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|NCBI Structure|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|SureChEMBL|Thieme Chemistry|Thomson Pharma|Wikidata",Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
68589203,"2,5,8,11,14,17,23,26-Octazaheptacyclo[16.12.0.03,16.04,9.010,15.019,24.025,30]triaconta-1(18),2,4,6,8,10,12,14,16,19(24),20,22,25(30),26,28-pentadecaene",SCHEMBL3305606,386.400,C22H10N8,103.000,593.000,0.600,30,0,8,0,InChI=1S/C22H10N8/c1-3-11-13(23-5-1)14-12(4-2-6-24-14)16-15(11)29-21-19-17(25-7-9-27-19)18-20(22(21)30-16)28-10-8-26-18/h1-10H,C1=CC2=C(C3=C(C=CC=N3)C4=C2N=C5C6=NC=CN=C6C7=NC=CN=C7C5=N4)N=C1,BTQVSPDBNIYNAX-UHFFFAOYSA-N,"2,5,8,11,14,17,23,26-octazaheptacyclo[16.12.0.03,16.04,9.010,15.019,24.025,30]triaconta-1(18),2,4,6,8,10,12,14,16,19(24),20,22,25(30),26,28-pentadecaene",386.103,386.103,0,1,0,0,0,0,0,0,0,0,7,2,"",Patents,1,"",20121130,Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,""
69133169,"7,8-Dimethoxyquinoxalino[2,3-f][1,10]phenanthroline",SCHEMBL4660546,342.300,C20H14N4O2,70.000,506.000,3.100,26,0,6,2,"InChI=1S/C20H14N4O2/c1-25-14-10-22-18-15(20(14)26-2)19-17(11-6-5-9-21-16(11)18)23-12-7-3-4-8-13(12)24-19/h3-10H,1-2H3",COC1=CN=C2C(=C1OC)C3=NC4=CC=CC=C4N=C3C5=C2N=CC=C5,FXLNSCHQPBECGJ-UHFFFAOYSA-N,"7,8-dimethoxyquinoxalino[2,3-f][1,10]phenanthroline",342.112,342.112,0,1,0,0,0,0,0,0,0,0,8,2,"",Patents,1,"",20121130,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,""
71508086,"Trimethyl-[2-[11-(2-trimethylsilylethynyl)quinoxalino[3,2-f][1,10]phenanthrolin-12-yl]ethynyl]silane","",474.700,C28H26N4Si2,51.600,819.000,"",34,0,4,4,"InChI=1S/C28H26N4Si2/c1-33(2,3)15-11-19-17-23-24(18-20(19)12-16-34(4,5)6)32-28-22-10-8-14-30-26(22)25-21(27(28)31-23)9-7-13-29-25/h7-10,13-14,17-18H,1-6H3",C[Si](C)(C)C#CC1=CC2=C(C=C1C#C[Si](C)(C)C)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,XSCATEVSJMRIEG-UHFFFAOYSA-N,"trimethyl-[2-[11-(2-trimethylsilylethynyl)quinoxalino[3,2-f][1,10]phenanthrolin-12-yl]ethynyl]silane",474.17,474.17,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20130610,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
71508162,"11,12-Diethynylquinoxalino[2,3-f][1,10]phenanthroline","",330.300,C22H10N4,51.600,585.000,2.700,26,0,4,2,"InChI=1S/C22H10N4/c1-3-13-11-17-18(12-14(13)4-2)26-22-16-8-6-10-24-20(16)19-15(21(22)25-17)7-5-9-23-19/h1-2,5-12H",C#CC1=CC2=C(C=C1C#C)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,LAXNRXSRPITGBA-UHFFFAOYSA-N,"11,12-diethynylquinoxalino[2,3-f][1,10]phenanthroline",330.091,330.091,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20130610,Japan Chemical Substance Dictionary (Nikkaji)|Thomson Pharma,Governmental Organizations|Journal Publishers|Legacy Depositors|Subscription Services,""
71650860,"11,12-Dimethoxydipyrido[3,2-a:2',3'-c]phenazine","11,12-dimethoxydipyrido[3,2-a:2',3'-c]phenazine|1151673-64-1|DB-291300",342.300,C20H14N4O2,70.000,462.000,3.100,26,0,6,2,"InChI=1S/C20H14N4O2/c1-25-15-9-13-14(10-16(15)26-2)24-20-12-6-4-8-22-18(12)17-11(19(20)23-13)5-3-7-21-17/h3-10H,1-2H3",COC1=C(C=C2C(=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4)OC,FBUVBIRBVHXGCS-UHFFFAOYSA-N,"11,12-dimethoxyquinoxalino[2,3-f][1,10]phenanthroline",342.112,342.112,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20130808,"Ambinter|Bic Biotech|Debye Scientific Co., Ltd|Japan Chemical Substance Dictionary (Nikkaji)|Wiley|Win-Win Chemical|ZINC",Chemical Vendors|Governmental Organizations|Journal Publishers|Legacy Depositors,""
71736302,"Copper;quinoxalino[2,3-f][1,10]phenanthroline","",345.800,C18H10CuN4+2,51.600,376.000,"",23,0,4,0,InChI=1S/C18H10N4.Cu/c1-2-8-14-13(7-1)21-17-11-5-3-9-19-15(11)16-12(18(17)22-14)6-4-10-20-16;/h1-10H;/q;+2,C1=CC=C2C(=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4.[Cu+2],PUUKZZLPGSYYPK-UHFFFAOYSA-N,"copper;quinoxalino[2,3-f][1,10]phenanthroline",345.02,345.02,2,2,0,0,0,0,0,0,0,0,0,0,"","",0,"",20131017,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
71766846,"3,7,13,16,22,26-Hexazanonacyclo[26.7.1.02,27.04,25.06,23.08,21.09,14.015,20.032,36]hexatriaconta-1(35),2,4(25),5,7,9(14),10,12,15(20),16,18,21,23,26,28,30,32(36),33-octadecaene","",458.500,C30H14N6,77.300,785.000,5.100,36,0,6,0,InChI=1S/C30H14N6/c1-5-15-6-2-8-17-24(15)16(7-1)27-28(17)34-21-14-23-22(13-20(21)33-27)35-29-18-9-3-11-31-25(18)26-19(30(29)36-23)10-4-12-32-26/h1-14H,C1=CC2=C3C(=C1)C4=NC5=C(C=C6C(=C5)N=C7C8=C(C9=C(C7=N6)C=CC=N9)N=CC=C8)N=C4C3=CC=C2,JWUHXKSSMBYWNY-UHFFFAOYSA-N,"3,7,13,16,22,26-hexazanonacyclo[26.7.1.02,27.04,25.06,23.08,21.09,14.015,20.032,36]hexatriaconta-1(35),2,4(25),5,7,9(14),10,12,15(20),16,18,21,23,26,28,30,32(36),33-octadecaene",458.128,458.128,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20131104,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
77847342,"2-Quinoxalino[3,2-f][1,10]phenanthrolin-10-yl-1,3-benzothiazole","",415.500,C25H13N5S,92.700,662.000,5.300,31,0,6,1,InChI=1S/C25H13N5S/c1-2-11-19-17(9-1)29-25(31-19)16-6-3-10-18-20(16)30-24-15-8-5-13-27-22(15)21-14(23(24)28-18)7-4-12-26-21/h1-13H,C1=CC=C2C(=C1)N=C(S2)C3=C4C(=CC=C3)N=C5C6=C(C7=C(C5=N4)C=CC=N7)N=CC=C6,VTLFZKXSVYHCKV-UHFFFAOYSA-N,"2-quinoxalino[3,2-f][1,10]phenanthrolin-10-yl-1,3-benzothiazole",415.089,415.089,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20140922,Thomson Pharma,Journal Publishers|Legacy Depositors|Subscription Services,""
78350446,"11,12-Difluorodipyrido[3,2-a:2',3'-c]phenazine","11,12-Difluorodipyrido[3,2-a:2',3'-c]phenazine",318.300,C18H8F2N4,51.600,436.000,3.400,24,0,6,0,InChI=1S/C18H8F2N4/c19-11-7-13-14(8-12(11)20)24-18-10-4-2-6-22-16(10)15-9(17(18)23-13)3-1-5-21-15/h1-8H,C1=CC2=C(C3=C(C=CC=N3)C4=NC5=CC(=C(C=C5N=C24)F)F)N=C1,JPYSVTAPJARFNM-UHFFFAOYSA-N,"11,12-difluoroquinoxalino[2,3-f][1,10]phenanthroline",318.072,318.072,0,1,0,0,0,0,0,0,0,1,0,0,"",Classification|Literature|Patents,3,"",20141009,Crystallography Open Database (COD)|IBM|Japan Chemical Substance Dictionary (Nikkaji)|NCBI Structure|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Springer Nature|Wiley,Governmental Organizations|Journal Publishers|Research and Development,""
